"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"PEA15",8682,6,0.26895,0.5257,0.999804,10823,4,-7.8065,0.94769,0.94773,0.999987,20373,0,-7.8065,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEAK1",79834,6,0.034993,0.12309,0.903593,2689,5,-8.5848,0.90924,0.90926,0.999987,19486,0,-8.5848,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEAR1",375033,6,0.073357,0.22046,0.950917,4704,4,-8.5784,0.42183,0.42191,0.99953,9123,0,-8.5784,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEBP1",5037,6,0.16794,0.38932,0.996564,8115,4,-7.6975,0.26388,0.26414,0.99953,5638,0,-7.6975,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEBP4",157310,6,0.089838,0.25857,0.970248,5467,5,-8.2585,0.83376,0.83364,0.999987,17842,0,-8.2585,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PECAM1",5175,6,0.017824,0.073536,0.877614,1593,5,-8.7496,0.85099,0.85105,0.999987,18185,0,-8.7496,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PECR",55825,6,0.032275,0.11552,0.903593,2523,4,-8.6317,0.81818,0.81804,0.999987,17529,0,-8.6317,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEF1",553115,5,0.9794,0.9795,0.999804,21178,0,-6.6802,0.49014,0.4905,0.999594,10617,0,-6.6802,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEG10",23089,5,0.35789,0.58868,0.999804,12784,2,-7.3668,0.67514,0.6753,0.999987,14472,0,-7.3668,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEG3",5178,6,0.0079276,0.036196,0.829751,818,5,-8.6067,0.97716,0.97711,0.999987,21060,0,-8.6067,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PELI1",57162,6,0.81453,0.9088,0.999804,19083,2,-6.9712,0.52908,0.52919,0.999987,11408,0,-6.9712,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PELI2",57161,6,0.23959,0.48767,0.999804,10094,4,-7.9222,0.81744,0.8173,0.999987,17520,0,-7.9222,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PELI3",246330,6,0.040416,0.13779,0.915348,3007,4,-8.786,0.36092,0.36106,0.99953,7747,0,-8.786,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PELO",53918,6,0.88224,0.94375,0.999804,19858,1,-6.8983,0.32111,0.32122,0.99953,6887,0,-6.8983,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEMT",10400,6,0.10409,0.29022,0.981577,6058,4,-8.3408,0.46269,0.46277,0.99953,9988,0,-8.3408,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PENK",5179,6,0.0092043,0.041533,0.841773,937,5,-8.6356,0.28775,0.28797,0.99953,6152,0,-8.6356,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEPD",5184,6,0.29905,0.5632,0.999804,11536,3,-7.4402,0.78511,0.78502,0.999987,16865,0,-7.4402,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PER1",5187,6,0.57275,0.78407,0.999804,16190,2,-6.9017,0.64909,0.64913,0.999987,13935,0,-6.9017,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PER2",8864,6,0.3144,0.58186,0.999804,11925,4,-7.7491,0.50662,0.50669,0.999594,10955,0,-7.7491,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PER3",8863,6,0.0072355,0.033257,0.829751,749,4,-8.8655,0.57484,0.57481,0.999987,12389,0,-8.8655,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PERP",64065,6,0.065677,0.20201,0.94644,4331,5,-7.7555,0.93012,0.93028,0.999987,19953,0,-7.7555,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PES1",23481,6,0.95527,0.96646,0.999804,20713,1,-6.8126,0.41026,0.41037,0.99953,8838,0,-6.8126,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PET100",100131801,6,0.87903,0.94194,0.999804,19816,1,-7.0309,0.58133,0.58132,0.999987,12533,0,-7.0309,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PET117",100303755,6,0.41335,0.66814,0.999804,13709,2,-6.2735,0.64525,0.64533,0.999987,13872,0,-6.2735,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PEX1",5189,5,0.71938,0.84273,0.999804,18065,1,-5.8717,0.62457,0.62494,0.999987,13413,0,-5.8717,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX10",5192,6,0.48026,0.71721,0.999804,14799,3,-7.7067,0.4894,0.48938,0.999594,10562,0,-7.7067,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX11A",8800,5,0.58488,0.76711,0.999804,16370,1,-6.1512,0.029182,0.029998,0.986119,640,1,-6.1512,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"PEX11B",8799,6,0.25248,0.50457,0.999804,10422,3,-7.8062,0.7563,0.75621,0.999987,16248,0,-7.8062,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX11G",92960,6,0.95426,0.96603,0.999804,20695,1,-5.2924,0.2064,0.20654,0.993573,4463,0,-5.2924,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX12",5193,6,0.18505,0.41372,0.999616,8615,4,-8.1097,0.72351,0.72343,0.999987,15544,0,-8.1097,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX13",5194,5,0.65216,0.80386,0.999804,17371,2,-3.9393,0.0012956,0.0025367,0.830033,55,2,-3.9393,0,1,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"PEX14",5195,6,0.24411,0.49365,0.999804,10214,2,-7.2363,0.44301,0.44309,0.99953,9543,0,-7.2363,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX16",9409,6,0.79874,0.90141,0.999804,18909,2,-7.3941,0.94769,0.94773,0.999987,20371,0,-7.3941,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX19",5824,4,0.62941,0.76785,0.999804,17019,2,-3.6992,0.10933,0.10919,0.986119,2395,0,-3.6992,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX2",5828,6,0.14757,0.35973,0.996564,7508,3,-7.1882,0.36146,0.36155,0.99953,7777,0,-7.1882,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX26",55670,6,0.24182,0.49066,0.999804,10156,4,-7.9908,0.60821,0.60816,0.999987,13129,0,-7.9908,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX3",8504,6,0.11956,0.31743,0.988703,6612,4,-8.3512,0.80965,0.80952,0.999987,17347,0,-8.3512,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX5",5830,6,0.38918,0.65029,0.999804,13315,2,-6.3212,0.59429,0.59422,0.999987,12824,0,-6.3212,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX5L",51555,6,0.30986,0.57634,0.999804,11824,4,-7.7103,0.88871,0.88864,0.999987,19041,0,-7.7103,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX6",5190,5,0.39699,0.62715,0.999804,13443,2,-5.7296,0.233,0.23326,0.993573,5038,0,-5.7296,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PEX7",5191,5,0.107,0.26936,0.977753,6171,2,-6.475,0.80516,0.80528,0.999987,17268,0,-6.475,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PF4",5196,6,0.86248,0.93291,0.999804,19616,2,-6.7802,0.43977,0.43985,0.99953,9486,0,-6.7802,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PF4V1",5197,5,0.36644,0.59715,0.999804,12934,3,-7.2253,0.74903,0.74923,0.999987,16121,0,-7.2253,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PFAS",5198,6,0.29522,0.55852,0.999804,11455,3,-6.7083,0.28193,0.28215,0.99953,6032,0,-6.7083,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFDN1",5201,6,0.25722,0.51072,0.999804,10531,3,-7.527,0.054048,0.054557,0.986119,1173,1,-7.527,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PFDN2",5202,6,0.051728,0.16727,0.927316,3617,2,-6.9773,0.04683,0.047554,0.986119,1008,1,-6.9773,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"PFDN4",5203,6,0.11349,0.30806,0.985915,6404,2,-6.7304,0.63896,0.63896,0.999987,13699,0,-6.7304,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PFDN5",5204,6,0.21162,0.45058,0.999804,9326,3,-7.3216,0.7151,0.71501,0.999987,15377,0,-7.3216,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PFDN6",10471,6,0.67693,0.85099,0.999804,17647,2,-5.1314,0.43157,0.43169,0.99953,9320,0,-5.1314,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PFKFB1",5207,6,0.41638,0.67042,0.999804,13754,2,-6.3427,0.7979,0.79781,0.999987,17080,0,-6.3427,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFKFB2",5208,6,0.39791,0.65672,0.999804,13453,2,-7.135,0.45011,0.45021,0.99953,9666,0,-7.135,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFKFB3",5209,6,0.30124,0.56591,0.999804,11597,4,-7.7057,0.31492,0.31504,0.99953,6755,0,-7.7057,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFKFB4",5210,6,0.10183,0.28529,0.979249,5975,4,-8.2955,0.52845,0.52855,0.999987,11379,0,-8.2955,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFKL",5211,6,0.018006,0.074086,0.877614,1605,4,-8.5735,0.31466,0.31478,0.99953,6749,0,-8.5735,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFKM",5213,6,0.13113,0.3351,0.992846,6969,3,-8.045,0.067617,0.067868,0.986119,1477,1,-8.045,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFKP",5214,6,0.79271,0.89867,0.999804,18812,2,-5.9636,0.57134,0.57136,0.999987,12308,0,-5.9636,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PFN1",5216,6,0.74014,0.87595,0.999804,18269,2,-6.0416,0.399,0.3991,0.99953,8608,0,-6.0416,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PFN2",5217,6,0.029692,0.10818,0.901102,2370,5,-8.7052,0.95944,0.95952,0.999987,20641,0,-8.7052,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PFN3",345456,6,0.13699,0.34397,0.992846,7139,4,-8.2363,0.9679,0.96791,0.999987,20841,0,-8.2363,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PFN4",375189,6,0.0050826,0.023964,0.7799,566,4,-9.3127,0.56794,0.56794,0.999987,12272,0,-9.3127,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PGA3",643834,6,0.10738,0.29733,0.984884,6190,3,-7.7989,0.56178,0.56181,0.999987,12106,0,-7.7989,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PGAM1",5223,6,0.88235,0.94381,0.999804,19865,2,-6.6394,0.47142,0.4715,0.99953,10206,0,-6.6394,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGAM2",5224,6,0.59485,0.8,0.999804,16518,2,-6.3533,0.15858,0.15878,0.993573,3439,0,-6.3533,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGAM4",441531,6,0.30986,0.57634,0.999804,11820,4,-7.7497,0.2726,0.2729,0.99953,5824,0,-7.7497,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGAM5",192111,6,0.028401,0.10455,0.892055,2297,5,-8.5842,0.92286,0.92296,0.999987,19774,0,-8.5842,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGAP1",80055,6,0.57584,0.78631,0.999804,16237,2,-7.1964,0.77094,0.77095,0.999987,16576,0,-7.1964,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGAP2",27315,6,0.28294,0.54322,0.999804,11171,4,-8.0472,0.92694,0.92704,0.999987,19872,0,-8.0472,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGAP3",93210,6,0.57959,0.78902,0.999804,16316,3,-7.0183,0.19337,0.19342,0.993573,4191,0,-7.0183,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGBD1",84547,6,0.24558,0.49558,0.999804,10243,3,-7.6625,0.34842,0.34863,0.99953,7468,0,-7.6625,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGBD2",267002,6,0.34143,0.61379,0.999804,12509,4,-7.8092,0.85099,0.85105,0.999987,18210,0,-7.8092,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGBD3",267004,6,0.79227,0.89849,0.999804,18805,2,-7.2196,0.22457,0.22455,0.993573,4850,0,-7.2196,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGBD4",161779,6,0.49598,0.72861,0.999804,15061,3,-7.2628,0.27824,0.27854,0.99953,5954,0,-7.2628,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGC",5225,5,0.73247,0.85056,0.999804,18189,2,-7.1716,0.51595,0.51629,0.999987,11125,0,-7.1716,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGD",5226,6,0.77566,0.89111,0.999804,18629,2,-6.4243,0.41072,0.41082,0.99953,8849,0,-6.4243,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGF",5228,6,0.19033,0.42108,0.999804,8774,3,-8.0386,0.23123,0.2312,0.993573,5000,0,-8.0386,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PGGT1B",5229,5,0.022323,0.082147,0.886427,1894,5,-7.9233,0.97768,0.97777,0.999987,21066,0,-7.9233,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGK1",5230,6,0.48666,0.72191,0.999804,14909,3,-7.6433,0.41324,0.41333,0.99953,8923,0,-7.6433,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGK2",5232,6,0.044711,0.14913,0.92172,3230,4,-8.771,0.099815,0.099909,0.986119,2184,0,-8.771,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGLS",25796,6,0.70824,0.8631,0.999804,17941,2,-6.6226,0.054934,0.055416,0.986119,1196,1,-6.6226,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGLYRP1",8993,6,0.18935,0.4197,0.999804,8746,4,-7.7617,0.25654,0.25672,0.99953,5492,0,-7.7617,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGLYRP2",114770,6,0.89792,0.95001,0.999804,20049,1,-6.829,0.60821,0.60816,0.999987,13066,0,-6.829,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGLYRP3",114771,6,0.043513,0.14601,0.92172,3166,4,-8.6047,0.30682,0.30689,0.99953,6590,0,-8.6047,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGLYRP4",57115,6,0.12845,0.33094,0.992826,6886,4,-8.2684,0.0057928,0.0085758,0.973237,179,1,-8.2684,0,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"PGM1",5236,6,0.056779,0.18006,0.931737,3916,5,-8.5743,0.46722,0.46726,0.99953,10092,0,-8.5743,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGM2",55276,6,0.20001,0.43454,0.999804,9003,1,-6.801,0.85099,0.85105,0.999987,18192,0,-6.801,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGM2L1",283209,6,0.047378,0.15608,0.921818,3395,4,-8.6385,0.95444,0.95451,0.999987,20521,0,-8.6385,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PGM3",5238,5,0.97466,0.97474,0.999804,21075,0,-6.1317,0.49014,0.4905,0.999594,10616,0,-6.1317,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGM5",5239,6,0.014752,0.063576,0.871501,1387,4,-8.8916,0.26958,0.2699,0.99953,5768,0,-8.8916,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGP",283871,5,0.97466,0.97474,0.999804,21079,0,-5.8359,0.57836,0.57868,0.999987,12464,0,-5.8359,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PGPEP1",54858,6,0.19405,0.4263,0.999804,8847,4,-8.2424,0.87859,0.87852,0.999987,18783,0,-8.2424,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGPEP1L",145814,6,0.15059,0.36414,0.996564,7592,4,-8.1178,0.97648,0.97643,0.999987,21035,0,-8.1178,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGR",5241,6,0.074676,0.22364,0.953634,4781,4,-8.4529,0.12496,0.12506,0.986119,2738,0,-8.4529,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PGRMC1",10857,6,0.96159,0.96927,0.999804,20827,1,-5.2532,0.26879,0.26913,0.99953,5750,0,-5.2532,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGRMC2",10424,5,0.015347,0.058534,0.86314,1427,4,-8.1682,0.88313,0.8832,0.999987,18892,0,-8.1682,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PGS1",9489,6,0.74139,0.87646,0.999804,18283,2,-5.7315,0.012299,0.014647,0.98548,309,1,-5.7315,0,0.5,"MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Metabolic pathways, Glycerophospholipid metabolism"
"PHACTR1",221692,6,0.56147,0.77596,0.999804,16015,3,-7.1772,0.44341,0.44348,0.99953,9547,0,-7.1772,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PHACTR2",9749,5,0.00068943,0.00316,0.589427,110,5,-8.7932,0.99931,0.99931,0.999987,21662,0,-8.7932,0.5,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
